gameId,home_team,home_win,home_win_pct,home_gf_pg,home_ga_pg,home_l10_win_pct,home_shots_for_pg,home_shots_against_pg,home_faceoff_pct,home_xg_for_pg,home_xg_against_pg,home_sv_pct,home_is_b2b,away_team,away_win_pct,away_gf_pg,away_ga_pg,away_l10_win_pct,away_shots_for_pg,away_shots_against_pg,away_faceoff_pct,away_xg_for_pg,away_xg_against_pg,away_sv_pct,away_is_b2b,home_shots_diff,away_shots_diff
2021020015,ANA,1,0.5,3.0,3.0,0.5,30.0,30.0,0.5,3.0,3.0,0.9,0,WPG,0.5,3.0,3.0,0.5,30.0,30.0,0.5,3.0,3.0,0.9,0,0.0,0.0
2021020019,ANA,0,1.0,4.0,1.0,1.0,22.0,34.0,0.47168921341106773,2.924,2.76,0.9705596894208994,1,MIN,0.5,3.0,3.0,0.5,30.0,30.0,0.5,3.0,3.0,0.9,0,-12.0,0.0
2021020095,ANA,0,0.3333333333333333,2.8333333333333335,3.3333333333333335,0.3333333333333333,29.5,36.666666666666664,0.485371601667807,2.5791666666666666,3.448,0.9090661163786444,1,WPG,0.4,4.0,3.8,0.4,28.6,33.2,0.4890421707633073,2.968,3.5733999999999995,0.8855154965211891,1,-7.166666666666664,-4.600000000000001
2021020107,ANA,0,0.2857142857142857,2.857142857142857,3.4285714285714284,0.2857142857142857,30.285714285714285,35.0,0.48128835656235425,2.690714285714286,3.2830000000000004,0.9020150444681173,1,BUF,0.5,3.0,1.8333333333333333,0.5,33.0,31.166666666666668,0.47972000567556067,2.86,2.4206666666666665,0.9411462733816026,1,-4.714285714285715,1.8333333333333321
2021020129,ANA,1,0.2222222222222222,3.0,3.5555555555555554,0.2222222222222222,31.88888888888889,35.111111111111114,0.4990279551992355,2.9383333333333335,3.3213333333333335,0.898708581084716,1,MTL,0.2222222222222222,1.8888888888888888,3.3333333333333335,0.2222222222222222,28.0,31.555555555555557,0.45274788438787505,2.390111111111111,3.0807777777777776,0.8943378554904949,1,-3.222222222222225,-3.555555555555557
2021020142,ANA,1,0.3,3.1,3.4,0.3,31.3,33.4,0.5175965211880073,2.8803,3.1619,0.8981767012963685,1,NJD,0.5714285714285714,3.0,2.857142857142857,0.5714285714285714,33.714285714285715,28.285714285714285,0.49291639053128844,3.4132857142857143,3.295142857142857,0.8989581176423055,1,-2.099999999999998,5.428571428571431
2021020160,ANA,1,0.36363636363636365,3.1,3.3,0.3,31.8,32.8,0.5213430366007722,2.7792000000000003,3.0578000000000003,0.8993628243041372,1,ARI,0.0,1.3,4.1,0.0,25.3,32.1,0.4559013902178196,1.9969999999999999,2.9577,0.8722469704993614,1,-0.9999999999999964,-6.800000000000001
2021020178,ANA,1,0.4166666666666667,3.3,3.2,0.4,32.0,31.4,0.5242275722159386,2.8934,2.92,0.8980605713193848,1,STL,0.7777777777777778,4.0,2.2222222222222223,0.7777777777777778,32.44444444444444,33.111111111111114,0.5085627103535368,3.109,2.940111111111111,0.9328577324845894,1,0.6000000000000014,-0.6666666666666714
2021020229,ANA,1,0.5333333333333333,3.8,2.6,0.6,31.1,31.0,0.5191162273911223,2.8901,2.4154,0.916099480661914,1,VAN,0.26666666666666666,2.6,3.4,0.3,31.6,30.8,0.5472627770404175,3.0288999999999997,3.2003,0.8895815070939255,1,0.10000000000000142,0.8000000000000007
2021020243,ANA,1,0.5625,4.0,2.3,0.7,32.5,30.1,0.5239755724064131,3.218,2.2833,0.9235573568984419,1,WSH,0.6,3.5,2.5,0.6,31.7,27.2,0.4596536650344272,2.8378,2.2384,0.9080548509245984,1,2.3999999999999986,4.5
2021020258,ANA,0,0.5882352941176471,4.0,2.1,0.8,32.1,30.6,0.5457841909497019,3.0948,2.2681999999999998,0.931342113002843,1,CAR,0.8571428571428571,3.1,2.0,0.8,33.5,26.7,0.5577796016817139,3.3405,2.8441,0.9250589865548107,1,1.5,6.800000000000001
2021020315,ANA,1,0.5,3.4,2.1,0.7,30.9,31.9,0.5008886734529002,2.8878,2.4642,0.9341399956114229,1,OTT,0.23529411764705882,2.5,4.5,0.1,28.6,35.1,0.4678487884144926,2.5483000000000002,3.3949,0.8717700350417368,1,-1.0,-6.5
2021020332,ANA,0,0.5238095238095238,3.4,2.1,0.7,31.5,32.5,0.4964324478212131,2.9905,2.4654,0.9353558352050706,1,TOR,0.6818181818181818,2.9,1.6,0.8,33.1,29.3,0.5589247352711926,3.5217,2.5324,0.9453602266134261,1,-1.0,3.8000000000000007
2021020351,ANA,1,0.4782608695652174,3.2,2.8,0.5,33.4,32.6,0.5009149553612687,3.0039000000000002,2.7094,0.9140823901107329,1,VGK,0.5238095238095238,3.5,3.1,0.6,33.4,31.4,0.4665443131335655,3.6305,3.1553,0.901245183274418,1,0.7999999999999972,2.0
2021020365,ANA,0,0.5,3.5,3.1,0.5,33.8,32.2,0.4912501529693537,3.0728,2.7075,0.9036986428992889,1,CGY,0.5652173913043478,3.1,1.5,0.6,33.3,31.1,0.4955507006980338,3.2376000000000005,2.6152,0.9517378862415999,1,1.5999999999999943,2.1999999999999957
2021020453,ANA,1,0.4666666666666667,2.7,2.4,0.4,33.3,31.6,0.49441460195907144,2.597,2.6670000000000003,0.9240213917281098,1,SEA,0.35714285714285715,2.8,3.0,0.5,27.2,31.6,0.4935924388950842,2.3608000000000002,2.7161999999999997,0.9050346508021898,1,1.6999999999999957,-4.400000000000002
2021020470,ANA,0,0.4838709677419355,2.7,2.5,0.4,32.4,30.2,0.5018915990190301,2.5097,2.6332999999999998,0.917188172577067,1,ARI,0.17857142857142858,1.8,3.6,0.2,26.2,34.0,0.457341972015027,1.9575,3.1673999999999998,0.8940913502544043,1,2.1999999999999993,-7.800000000000001
2021020550,ANA,0,0.46875,3.1,2.6,0.4,32.1,29.8,0.4935689253408194,2.5876,2.5717,0.912721049629207,1,VAN,0.3548387096774194,3.0,2.0,0.6,33.1,33.3,0.49836321884008405,2.9894,2.8771,0.9399117143629322,1,2.3000000000000007,-0.19999999999999574
2021020594,ANA,1,0.42857142857142855,2.2,2.3,0.3,28.6,30.7,0.5096426709909075,2.3244,2.7946999999999997,0.9250513012605452,1,PHI,0.40625,3.4,3.3,0.5,30.7,36.7,0.5460657667957884,2.7969,3.4280999999999997,0.9100569466772022,1,-2.099999999999998,-6.0000000000000036
2021020627,ANA,0,0.4444444444444444,2.3,2.1,0.4,28.2,30.7,0.5056938081025076,2.3425000000000002,3.1022,0.9315657470440702,1,NYR,0.5714285714285714,2.4,2.3,0.4,27.5,32.0,0.5189779569989693,2.7049,2.8858,0.9280959970000938,1,-2.5,-4.5
2021020609,ANA,0,0.43243243243243246,2.2,2.5,0.3,27.3,32.2,0.504680962833718,2.4526,3.1988999999999996,0.9223316046085525,1,DET,0.42857142857142855,2.5,4.0,0.3,27.8,33.8,0.5139569095547569,2.4208000000000003,4.0662,0.8816307209845864,1,-4.900000000000002,-5.9999999999999964
2021020644,ANA,0,0.42105263157894735,2.4,2.7,0.3,27.4,32.4,0.5009286880171104,2.4194000000000004,3.1159,0.9166383753587853,1,PIT,0.5588235294117647,4.3,2.2,0.9,33.5,27.1,0.5312402345545119,3.3655,2.4047,0.9187852846758421,1,-5.0,6.399999999999999
2021020703,ANA,0,0.3902439024390244,2.1,3.7,0.1,28.3,36.2,0.4695570511817186,2.4785999999999997,3.7048,0.8977652551034502,1,COL,0.6111111111111112,4.1,2.9,0.6,38.2,30.3,0.4929738074770619,3.5193000000000003,2.8596,0.9042605854592257,1,-7.900000000000002,7.900000000000002
2021020719,ANA,1,0.38095238095238093,1.6,3.3,0.1,28.0,36.3,0.4706843572938314,2.3640999999999996,3.7435,0.9090658659541061,1,TBL,0.6097560975609756,3.8,3.2,0.6,31.7,26.0,0.4946720802822645,3.4294,2.6841999999999997,0.8768893504095996,1,-8.299999999999997,5.699999999999999
2021021033,ANA,0,0.4166666666666667,2.5,3.0,0.4,28.1,35.6,0.43392082284244926,2.3906,3.5302,0.9157046150389034,1,SEA,0.2978723404255319,2.3,2.8,0.4,31.0,26.1,0.46400636351584257,2.9152,2.7077,0.8926861039806904,1,-7.5,4.899999999999999
2021020536,ANA,0,0.40384615384615385,3.6,3.5,0.5,25.2,34.7,0.4486405650348642,2.6619,3.1936999999999998,0.8991095357482493,1,SJS,0.42857142857142855,2.5,3.5,0.2,26.7,33.6,0.48403397102888246,2.6929,3.471,0.8958066724204637,1,-9.500000000000004,-6.900000000000002
2021020828,ANA,0,0.39622641509433965,3.4,3.7,0.4,24.6,35.7,0.44250100172470863,2.5515,3.239,0.8963334360382063,1,LAK,0.49019607843137253,3.4,2.9,0.7,36.3,26.2,0.5113111073375974,3.3468999999999993,2.8487,0.8892790351513301,1,-11.100000000000001,10.099999999999998
2021020845,ANA,0,0.3888888888888889,3.0,3.8,0.3,24.4,36.3,0.44600980513619226,2.493,3.3415,0.8952921407123772,1,NYI,0.375,2.8,3.3,0.3,31.0,31.7,0.5104664673053847,2.6881,2.6008,0.8958707927194726,1,-11.899999999999999,-0.6999999999999993
2021020859,ANA,1,0.38181818181818183,2.7,3.9,0.3,25.7,34.1,0.4578670720316478,2.4318999999999997,3.0210999999999997,0.8856045277264596,1,BOS,0.5849056603773585,2.7,2.1,0.6,36.1,29.8,0.5440045069629056,3.0174000000000003,2.6719999999999997,0.9294990101003321,1,-8.400000000000002,6.300000000000001
2021020879,ANA,0,0.39285714285714285,2.6,3.8,0.3,26.1,33.5,0.4661706367342462,2.4345000000000003,2.9497,0.8865407002776037,1,VGK,0.4727272727272727,2.4,2.7,0.4,32.6,29.1,0.5480329531502999,2.8871,2.9344,0.907185320092093,1,-7.399999999999999,3.5
2021020897,ANA,1,0.38596491228070173,2.8,4.2,0.2,26.5,32.5,0.4661838757317485,2.4555,2.7226,0.8707424386941941,1,SJS,0.4,1.8,3.6,0.1,25.3,35.5,0.4991426291573997,2.1515,3.0625,0.8985662375707727,1,-6.0,-10.2
2021020981,ANA,0,0.36507936507936506,2.3,3.9,0.2,30.6,31.4,0.5063428975880656,2.4232,2.4124,0.8757682876341518,1,FLA,0.639344262295082,3.9,2.8,0.6,37.5,29.1,0.49669147373805717,4.1303,3.2567,0.9037490120614411,1,-0.7999999999999972,8.399999999999999
2021021003,ANA,0,0.359375,2.2,3.8,0.2,29.8,32.4,0.5062745731674476,2.3442999999999996,2.5242999999999998,0.8826888059010526,1,NSH,0.5483870967741935,4.3,2.7,0.6,30.0,30.8,0.5199216651357862,3.2309000000000005,3.0597000000000003,0.91230804194669,1,-2.599999999999998,-0.8000000000000007
2021021018,ANA,0,0.35384615384615387,2.5,4.0,0.2,29.3,33.3,0.5071593699037652,2.4421,2.9008,0.8798534578541186,1,CHI,0.30158730158730157,3.3,3.8,0.3,28.1,33.1,0.4876097598140988,2.1198,2.8306,0.8851696323373917,1,-3.9999999999999964,-5.0
2021021067,ANA,0,0.34328358208955223,2.0,4.0,0.1,29.8,31.6,0.509353757420273,2.416,3.0949,0.873390082592323,1,DAL,0.5,2.9,3.5,0.4,29.3,33.2,0.5245258117459941,3.3679,3.3573999999999997,0.8945513689346706,1,-1.8000000000000007,-3.900000000000002
2021021082,ANA,0,0.3382352941176471,1.9,4.1,0.0,29.0,32.6,0.4879315782638541,2.4105,3.2662,0.8742063126897948,1,DAL,0.5076923076923077,2.6,3.4,0.4,29.9,32.5,0.5213586092545427,3.0058,3.3125,0.8953570659364328,1,-3.6000000000000014,-2.6000000000000014
2021021107,ANA,0,0.34285714285714286,2.2,3.2,0.1,29.0,32.1,0.4784957290517935,2.7859000000000003,3.1475,0.9002834802654123,1,EDM,0.5072463768115942,4.9,3.7,0.6,34.6,32.7,0.5023843319883255,3.8491999999999997,3.3378,0.8868230329347726,1,-3.1000000000000014,1.8999999999999986
